id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
b,1,3,2,9,0,1,0,1,255,3,0,1,1,0,Kristen,f,w,1.0,0.0,0.0,c,a,393.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,0.0,,,0.0,,,,,,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
b,1,4,3,6,1,0,0,1,323,6,1,1,1,0,Latonya,f,b,1.0,0.0,0.0,c,a,393.0,0.51218235,0.2988992,9.66288,0.25743797,0.035784647,8.733272,1.0,,,0.0,,,,,,0.19882353,0.5691676,10.068281,0.13971142,0.2880133,9.647498,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
b,1,2,2,4,0,0,0,0,265,4,0,0,0,0,Brad,m,w,0.0,1.0,0.0,c,s,395.0,0.7046454,0.25216407,10.00487,0.15066847,0.30199412,9.668208,0.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
b,1,3,3,5,0,1,0,0,379,6,1,1,1,0,Jill,f,w,1.0,0.0,0.0,c,a,394.0,0.27073306,0.549156,10.061986,0.14872359,0.24232754,9.438432,0.0,3,,1.0,4.0,30.0,4.0,30.0,0.0,0.004030252,0.92648524,11.12976,0.049830828,0.39476565,10.518701,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private
b,1,4,3,4,0,0,0,1,313,5,0,0,1,0,Keisha,f,b,0.0,1.0,0.0,c,a,394.0,0.39759466,0.1801956,9.876219,0.31287277,0.030846862,8.728264,1.0,3,,1.0,4.0,30.0,4.0,30.0,0.0,0.004030252,0.92648524,11.12976,0.049830828,0.39476565,10.518701,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private
b,1,4,3,3,0,0,0,0,317,6,0,0,0,1,Keisha,f,b,0.0,1.0,0.0,c,s,395.0,0.97707725,0.014099709,10.032057,0.23124893,0.054754153,8.8793335,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
b,1,3,3,4,0,1,1,0,316,6,1,1,1,0,Lakisha,f,b,1.0,0.0,0.0,c,a,394.0,0.21724904,0.49577343,9.965053,0.1972654,0.22342981,9.422949,0.0,3,,1.0,4.0,30.0,4.0,30.0,0.0,0.004030252,0.92648524,11.12976,0.049830828,0.39476565,10.518701,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private
b,1,4,3,5,0,1,0,0,267,4,1,1,0,1,Laurie,f,w,1.0,0.0,0.0,c,s,395.0,0.0027956835,0.9521402,10.453601,0.23644528,0.124980085,9.621058,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
b,1,4,2,5,1,0,0,1,313,5,0,0,1,0,Meredith,f,w,0.0,1.0,0.0,c,a,394.0,0.10430054,0.8373702,10.466754,0.101334654,0.5916955,10.540329,1.0,3,,1.0,4.0,30.0,4.0,30.0,0.0,0.004030252,0.92648524,11.12976,0.049830828,0.39476565,10.518701,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Private
b,1,4,3,5,0,1,0,0,17,1,1,1,0,1,Tyrone,m,b,1.0,0.0,0.0,c,s,395.0,0.5308703,0.29444152,10.244059,0.21617366,0.09434806,9.266626,1.0,,,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
b,1,4,4,7,0,1,0,1,195,1,0,1,1,0,Anne,f,w,1.0,0.0,0.0,c,a,396.0,0.10974837,0.5074464,9.869258,0.29933825,0.09411432,9.028338,1.0,2,colp,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
b,1,4,4,6,0,0,0,0,185,1,1,0,1,0,Emily,f,w,0.0,1.0,0.0,c,a,396.0,0.10295274,0.7295252,10.292552,0.23027867,0.087097056,9.384545,1.0,2,colp,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
b,1,4,4,5,0,0,0,1,329,6,0,0,1,1,Latoya,f,b,0.0,1.0,0.0,c,a,396.0,0.07601943,0.44090852,9.986772,0.27527726,0.084796116,9.041803,1.0,2,colp,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
b,1,3,2,7,0,1,0,1,255,3,0,1,1,0,Tamika,f,b,1.0,0.0,0.0,c,a,396.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,0.0,2,colp,0.0,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
b,1,0,2,4,0,1,0,1,13,1,0,1,1,1,Brad,m,w,1.0,0.0,0.0,c,s,397.0,0.0027956835,0.9521402,10.453601,0.23644528,0.124980085,9.621058,0.0,,,0.0,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
b,1,4,3,5,0,1,0,0,17,1,1,1,0,1,Latoya,f,b,1.0,0.0,0.0,c,s,397.0,0.08073567,0.88837385,10.408828,0.23368677,0.087285355,9.532859,1.0,,,0.0,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
b,1,4,3,4,0,0,0,1,313,5,0,0,1,0,Kristen,f,w,0.0,1.0,0.0,c,a,398.0,0.10295274,0.7295252,10.292552,0.23027867,0.087097056,9.384545,1.0,,,0.0,217.1,1074.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Public
b,1,4,3,5,0,0,0,0,337,6,1,1,1,1,Latonya,f,b,1.0,0.0,0.0,c,a,398.0,0.45430297,0.27144918,9.895607,0.24814151,0.15117194,9.291091,1.0,,,0.0,217.1,1074.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Public
b,1,4,4,6,0,0,0,1,313,5,1,0,1,0,Latoya,f,b,0.0,1.0,0.0,c,a,398.0,0.8321389,0.1387261,9.692643,0.21779244,0.1583671,9.240676,1.0,,,0.0,217.1,1074.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Public
b,1,4,3,6,0,1,0,0,313,5,1,1,1,0,Laurie,f,w,1.0,0.0,0.0,c,a,398.0,0.016486628,0.74498945,10.242421,0.23819552,0.13857372,9.446835,1.0,,,0.0,217.1,1074.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Public
b,1,4,5,13,0,0,0,1,326,6,1,0,1,1,Allison,f,w,0.0,1.0,0.0,c,a,399.0,0.45430297,0.27144918,9.895607,0.24814151,0.15117194,9.291091,1.0,some,,0.0,,,,,0.0,0.125,0.875,11.814311,0.0,0.89285713,11.36244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private
b,1,4,2,19,1,0,0,1,313,5,0,0,1,1,Ebony,f,b,0.0,1.0,0.0,c,a,399.0,0.016486628,0.74498945,10.242421,0.23819552,0.13857372,9.446835,1.0,some,,0.0,,,,,0.0,0.125,0.875,11.814311,0.0,0.89285713,11.36244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private
b,1,2,3,5,0,1,0,0,365,6,1,1,0,0,Jay,m,w,1.0,0.0,0.0,c,s,400.0,0.15995018,0.34776676,9.841772,0.30479863,0.036977284,8.81031,0.0,some,,0.0,,840.0,,840.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private
b,1,4,5,7,0,0,1,1,34,1,0,1,1,1,Keisha,f,b,1.0,0.0,0.0,c,a,399.0,0.94876665,0.033041097,10.295766,0.18481998,0.100121,9.191259,1.0,some,,0.0,,,,,0.0,0.125,0.875,11.814311,0.0,0.89285713,11.36244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private
b,1,4,4,21,0,0,0,1,34,1,1,1,1,0,Laurie,f,w,1.0,0.0,0.0,c,a,399.0,0.98949564,0.0048631253,9.4743185,0.25740963,0.04815378,8.6976795,1.0,some,,0.0,,,,,0.0,0.125,0.875,11.814311,0.0,0.89285713,11.36244,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Private
b,1,2,3,5,0,1,0,0,22,1,1,1,0,1,Tyrone,m,b,1.0,0.0,0.0,c,s,400.0,0.10430054,0.8373702,10.466754,0.101334654,0.5916955,10.540329,0.0,some,,0.0,,840.0,,840.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Private
b,1,4,4,4,0,0,0,1,229,6,1,0,1,1,Anne,f,w,0.0,1.0,0.0,c,a,401.0,0.9714688,0.024071502,9.92974,0.17001754,0.14969294,9.321793,1.0,,somcol,1.0,,,,,,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nonprofit
b,1,4,3,5,0,0,0,0,337,6,1,1,1,1,Lakisha,f,b,1.0,0.0,0.0,c,a,401.0,0.0021749989,0.78926677,10.247857,0.29945704,0.071178846,9.366147,1.0,,somcol,1.0,,,,,,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nonprofit
b,1,4,4,6,0,0,0,0,185,1,1,0,1,0,Latonya,f,b,0.0,1.0,0.0,c,a,401.0,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,1.0,,somcol,1.0,,,,,,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nonprofit
b,1,3,3,5,0,1,0,0,379,6,1,1,1,0,Meredith,f,w,1.0,0.0,0.0,c,a,401.0,0.052359965,0.78635854,10.435556,0.13011211,0.28431484,9.743378,0.0,,somcol,1.0,,,,,,0.08995633,0.8628821,10.987274,0.027947599,0.60676855,10.978985,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nonprofit
